"LABEL","OTU.-.ABGD","OTU-97.5","host.GENUS","host.SPECIES","HOST.DNA.SPECIES","growth.form","Bio-Region","EcoRegion.(I)","EcoRegion.(II)","EcoRegion.(III)","EcoRegion.(IV)","COUNTRY","STATE","SUBSTRATE","DNA_ID","GenBank.ITS","GenBank.COXII","GenBank.rbcL","GenBank.psbJ-L","Lat","Long","LL_Publication","additional_location_info"
"I01_MH_eltula_canada_BC_cort_4649              ","I01","I01i","Melanohalea","elegantula","elegantula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4649","KR913305","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_canada_BC_cort_4674              ","I01","I01","Melanohalea","elegantula","elegantula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4674","KR913306","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_usa_WA_cort_4817                 ","I01","I01f","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Okanogan Highland Dry Forest","USA","WA","corticolous","4817","KR913383","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_usa_WA_saxi_4818                 ","I01","I01i","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","North American Deserts","Cold Deserts","Columbia Plateau","Channeled Scablands","USA","WA","saxicolous","4818","KR913386","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_canada_BC_saxi_4827              ","I01","I01","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Chilcotin Ranges and Fraser Plateau",NA,"Canada","BC","saxicolous","4827","KR913310","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_canada_BC_cort_4828              ","I01","I01","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Chilcotin Ranges and Fraser Plateau",NA,"Canada","BC","corticolous","4828","KR913307","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_canada_BC_cort_4854              ","I01","I01","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Watson Highlands",NA,"Canada","BC","corticolous","4854","KR913308","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_usa_AK_cort_4877                 ","I01","I01","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Copper Plateau",NA,"USA","AK","corticolous","4877","KR913322","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_canada_YK_cort_4898              ","I01","I01","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Copper Plateau",NA,"Canada","YK","corticolous","4898","KR913311","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_usa_MT_cort_5204                 ","I01","I01","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Great Plains","West Central Semi-Arid Prairies","Northwestern Great Plains","Unglaciated Montana High Plains","USA","MT","corticolous","5204","KR913341","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_canada_YK_cort_5212              ","I01","I01","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Watson Highlands",NA,"Canada","YK","corticolous","5212","KR913312","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_usa_ID_saxi_5221                 ","I01","I01i","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Spokane Valley Outwash Plains","USA","ID","saxicolous","5221","KR913337","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_usa_ID_cort_5222                 ","I01","I01i","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Spokane Valley Outwash Plains","USA","ID","corticolous","5222","KR913336","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_usa_WA_saxi_5240                 ","I01","I01i","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","North American Deserts","Cold Deserts","Columbia Plateau","Channeled Scablands","USA","WA","saxicolous","5240","KR913387","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_usa_WA_cort_5241                 ","I01","I01f","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","North American Deserts","Cold Deserts","Columbia Plateau","Channeled Scablands","USA","WA","corticolous","5241","KR913384","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_usa_WA_cort_5242                 ","I01","I01f","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","North American Deserts","Cold Deserts","Columbia Plateau","Channeled Scablands","USA","WA","corticolous","5242","KR913385","-","-","-",NA,NA,NA,NA
"I01_MH_eltula_usa_CA_cort_6015                 ","I01","I01","Melanohalea","elegantula","elegantula","foliose bark","Nearctic","Mediterranean California","Mediterranean California","Southern California Mountains","Southern California Montane Conifer Forest","USA","CA","corticolous","6015","KR913326","-","-","-",NA,NA,NA,NA
"I01_MH_exata_greece_unk_cort_3906              ","I01","I01g","Melanohalea","exasperata","exasperata","foliose bark","Palearctic","Mediterranean forests, woodlands, and shrub","Mediterranean forests, woodlands, and shrub","Illyrian deciduous forests","Illyrian deciduous forests","Greece","unknown","corticolous","3906","KR913388","-","-","-",NA,NA,NA,NA
"I01_MH_exata_greece_unk_cort_3907              ","I01","I01","Melanohalea","exasperata","exasperata","foliose bark","Palearctic","Mediterranean forests, woodlands, and shrub","Mediterranean forests, woodlands, and shrub","Illyrian deciduous forests","Illyrian deciduous forests","Greece","unknown","corticolous","3907","KR913389","-","-","-",NA,NA,NA,NA
"I01_MH_exataSPAIN_spain_unk_cort_6043          ","I01","I01h","Melanohalea","exasperata SPAIN'","exasperataSPAIN","foliose bark","Palearctic","Mediterranean forests, woodlands, and shrub",NA,NA,NA,"Spain","unknown","corticolous","6043","KR913390","-","-","-",NA,NA,NA,NA
"I01_MH_exataSPAIN_spain_unk_cort_6044          ","I01","I01h","Melanohalea","exasperata SPAIN'","exasperataSPAIN","foliose bark","Palearctic","Mediterranean forests, woodlands, and shrub",NA,NA,NA,"Spain","unknown","corticolous","6044","KR913391","-","-","-",NA,NA,NA,NA
"I01_MH_exula_usa_MT_cort_3904                  ","I01","I01f","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Purcell-Cabinet-North Bitterroot Mountains","USA","MT","corticolous","3904","KR913393","-","-","-",NA,NA,NA,NA
"I01_MH_exula_usa_CA_cort_4010                  ","I01","I01i","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Mediterranean California","Mediterranean California","Southern California Mountains","Southern California Montane Conifer Forest","USA","CA","corticolous","4010","KR913392","-","-","-",NA,NA,NA,NA
"I01_MH_exula_usa_WA_cort_4365                  ","I01","I01i","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Eastern Cascades Slopes and Foothills","Yakima Plateau and Slopes","USA","WA","corticolous","4365","KR913394","-","-","-",NA,NA,NA,NA
"I01_MH_laci_spain_unk_cort_6042                ","I01","I01f","Melanohalea","laciniatula","laciniatula","foliose bark","Palearctic","Mediterranean forests, woodlands, and shrub",NA,NA,NA,"Spain","unknown","corticolous","6042","KR913395","-","-","-",NA,NA,NA,NA
"I01_MH_mex_mex_puebla_cort_3613                ","I01","I01","Melanohalea","mexicana","mexicana","foliose bark","Nearctic","Temperate Sierras","Transversal Neo-volcanic System",NA,NA,"Mexico","Puebla","corticolous","3613","KR913396","-","-","-",NA,NA,NA,NA
"I01_MH_mex_mex_unk_cort_3614                   ","I01","I01i","Melanohalea","mexicana","mexicana","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera",NA,NA,"Mexico",NA,"corticolous","3614","KR913397","-","-","-",NA,NA,NA,NA
"I01_MH_mul1_usa_ID_cort_3615                   ","I01","I01i","Melanohalea","multispora '1'","multi1","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Blue Mountains","Canyons and Dissected Uplands","USA","ID","corticolous","3615","KR913398","-","-","-",NA,NA,NA,NA
"I01_MH_mul1_usa_ID_cort_3762                   ","I01","I01i","Melanohalea","multispora '1'","multi1","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Blue Mountains","Canyons and Dissected Uplands","USA","ID","corticolous","3762","KR913399","-","-","-",NA,NA,NA,NA
"I01_MH_mul1_usa_WA_cort_4299                   ","I01","I01","Melanohalea","multispora '1'","multi1","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Pleistocene Lake Basins","USA","WA","corticolous","4299","KR913400","-","-","-",NA,NA,NA,NA
"I01_MH_mult1_usa_WA_cort_4300                  ","I01","I01i","Melanohalea","multispora '1'","multi1","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Pleistocene Lake Basins","USA","WA","corticolous","4300","KR913422","-","-","-",NA,NA,NA,NA
"I01_MH_mul1_usa_WA_cort_4301                   ","I01","I01i","Melanohalea","multispora '1'","multi1","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Pleistocene Lake Basins","USA","WA","corticolous","4301","KR913401","-","-","-",NA,NA,NA,NA
"I01_MH_mult1_usa_WA_cort_4302                  ","I01","I01f","Melanohalea","multispora '1'","multi1","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Pleistocene Lake Basins","USA","WA","corticolous","4302","KR913423","-","-","-",NA,NA,NA,NA
"I01_MH_mult1_usa_WA_cort_4334                  ","I01","I01i","Melanohalea","multispora '1'","multi1","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Okanogan Valley","USA","WA","corticolous","4334","KR913424","-","-","-",NA,NA,NA,NA
"I01_MH_mul1_usa_WA_cort_4335                   ","I01","I01i","Melanohalea","multispora '1'","multi1","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Channeled Scablands","USA","WA","corticolous","4335","KR913402","-","-","-",NA,NA,NA,NA
"I01_MH_mul1_usa_WA_cort_4336                   ","I01","I01i","Melanohalea","multispora '1'","multi1","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Channeled Scablands","USA","WA","corticolous","4336","KR913403","-","-","-",NA,NA,NA,NA
"I01_MH_mul2_usa_CA_cort_4653                   ","I01","I01i","Melanohalea","multispora '2'","multi2","foliose bark","Nearctic",NA,NA,NA,NA,"USA","CA","corticolous","4653","KR913404","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_usa_CA_cort_3750                   ","I01","I01i","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Sierra Nevada","Southern Sierra Mid-Montane Forests","USA","CA","corticolous","3750","KR913412","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_usa_CA_cort_3756                   ","I01","I01i","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Sierra Nevada","Southern Sierra Upper Montane Forests","USA","CA","corticolous","3756","KR913413","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_usa_WA_cort_3763                   ","I01","I01f","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Eastern Cascades Slopes and Foothills  ","Yakima Plateau and Slopes","USA","WA","corticolous","3763","KR913421","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_usa_MT_cort_3902                   ","I01","I01f","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Purcell-Cabinet-North Bitterroot Mountains","USA","MT","corticolous","3902","KR913416","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_usa_MT_cort_3909                   ","I01","I01i","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies",NA,"USA","MT","corticolous","3909","KR913417","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_usa_MT_cort_3910                   ","I01","I01i","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies",NA,"USA","MT","corticolous","3910","KR913418","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_usa_MT_cort_3914                   ","I01","I01i","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Purcell-Cabinet-North Bitterroot Mountains","USA","MT","corticolous","3914","KR913419","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_usa_CA_cort_4267                   ","I01","I01i","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Mediterranean California","Mediterranean California","Southern California Mountains","Southern California Montane Conifer Forest","USA","CA","corticolous","4267","KR913414","-","-","-",NA,NA,NA,NA
"I01_MH_mult3_usa_WA_cort_4273                  ","I01","I01f","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","North Cascades","Wenatchee/Chelan Highlands","USA","WA","corticolous","4273","KR913428","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_usa_OR_cort_4311                  ","I01","I01i","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Eastern Cascades Slopes and Foothills","Ponderosa Pine/Bitterbrush Woodland","USA","OR","corticolous","4311","KR913420","-","-","-",NA,NA,NA,NA
"I01_MH_mult3_usa_ID_cort_4344                  ","I01","I01i","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Western Selkirk Maritime Forest","USA","ID","corticolous","4344","KR913427","-","-","-",NA,NA,NA,NA
"I01_MH_mult3_usa_WA_cort_4350                  ","I01","I01i","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Western Selkirk Maritime Forest","USA","WA","corticolous","4350","KR913429","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_usa_ID_cort_4355                   ","I01","I01i","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Inland Maritime Foothills and Valleys","USA","ID","corticolous","4355","KR913415","-","-","-",NA,NA,NA,NA
"I01_MH_mult3_usa_WA_cort_4368                  ","I01","I01f","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Eastern Cascades Slopes and Foothills","Yakima Plateau and Slopes","USA","WA","corticolous","4368","KR913430","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_canada_BC_cort_4655                ","I01","I01i","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4655","KR913405","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_canada_BC_cort_4656                ","I01","I01f","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4656","KR913406","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_canada_BC_cort_4661                ","I01","I01i","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4661","KR913407","-","-","-",NA,NA,NA,NA
"I01_MH_mult3_canada_BC_cort_4663               ","I01","I01f","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4663","KR913425","-","-","-",NA,NA,NA,NA
"I01_MH_mult3_canada_BC_cort_4666               ","I01","I01f","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4666","KR913426","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_canada_BC_cort_4684                ","I01","I01","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4684","KR913408","-","-","-",NA,NA,NA,NA
"I01_MH_mult3_usa_WA_cort_4815                  ","I01","I01i","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Eastern Cascades Slopes and Foothills","Yakima Plateau and Slopes","USA","WA","corticolous","4815","KR913431","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_canada_BC_cort_4837                ","I01","I01f","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Yukon-Stikine Highlands/Boreal Mountains and Plateaus",NA,"Canada","BC","corticolous","4837","KR913409","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_usa_AK_cort_4882                   ","I01","I01f","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Marine West Coast Forest","Marine West Coast Forest","Pacific Coast Mountains",NA,"USA","AK","corticolous","4882","KR913410","-","-","-",NA,NA,NA,NA
"I01_MH_mul3_usa_AK_cort_4885                   ","I01","I01f","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Marine West Coast Forest","Marine West Coast Forest","Pacific Coast Mountains",NA,"USA","AK","corticolous","4885","KR913411","-","-","-",NA,NA,NA,NA
"I01_MH_oliva_russia_Prim_cort_6006             ","I01","I01","Melanohalea","olivacea","olivacea","foliose bark","Palearctic","Temperate broadleaf and mixed forests","Temperate broadleaf and mixed forests","Ussuri broadleaf and mixed forests","Ussuri broadleaf and mixed forests","Russia","Primorsky","corticolous","6006","KR913434","-","-","-",NA,NA,NA,NA
"I01_MH_olivoides2_usa_AK_cort_4859             ","I01","I01","Melanohalea","olivaceoides '2'","olivaceoides2","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Alaska Range",NA,"USA","AK","corticolous","4859","KR913435","-","-","-",NA,NA,NA,NA
"I01_MH_olioides2_usa_AK_cort_4895              ","I01","I01e","Melanohalea","olivaceoides '2'","olivaceoides2","foliose bark","Nearctic","Taiga","Alaska Boreal Interior","Interior Forested Lowlands and Uplands",NA,"USA","AK","corticolous","4895","KR913433","-","-","-",NA,NA,NA,NA
"I01_MH_septent_usa_MN_cort_5772                ","I01","I01","Melanohalea","septentrionalis","septentrionalis","foliose bark","Nearctic","Northern Forests","Mixed Wood Shield",NA,NA,"USA","MN","corticolous","5772","KR913436","-","-","-",NA,NA,NA,NA
"I01_MH_subeleg_USA_CA_cort_3747                ","I01","I01i","Melanohalea","subelegantula","subelegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Sierra Nevada","Southern Sierra Upper Montane Forests","USA","CA","corticolous","3747","KR913443","-","-","-",NA,NA,NA,NA
"I01_MH_subeleg_USA_CA_cort_3748                ","I01","I01i","Melanohalea","subelegantula","subelegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Sierra Nevada","Southern Sierra Upper Montane Forests","USA","CA","corticolous","3748","KR913444","-","-","-",NA,NA,NA,NA
"I01_MH_subeleg_USA_CA_cort_3755                ","I01","I01i","Melanohalea","subelegantula","subelegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Sierra Nevada","Southern Sierra Upper Montane Forests","USA","CA","corticolous","3755","KR913445","-","-","-",NA,NA,NA,NA
"I01_MH_subeleg_usa_WA_cort_4813                ","I01","I01i","Melanohalea","subelegantula","subelegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Eastern Cascades Slopes and Foothills","Yakima Plateau and Slopes","USA","WA","corticolous","4813","KR913446","-","-","-",NA,NA,NA,NA
"I01_MH_subeleg_canada_BC_cort_4822             ","I01","I01i","Melanohalea","subelegantula","subelegantula","foliose bark","Nearctic","North American Deserts","Cold Deserts","Thompson-Okanogan Plateau",NA,"Canada","BC","corticolous","4822","KR913437","-","-","-",NA,NA,NA,NA
"I01_MH_subeleg_canada_BC_cort_4839             ","I01","I01f","Melanohalea","subelegantula","subelegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Yukon-Stikine Highlands/Boreal Mountains and Plateaus",NA,"Canada","BC","corticolous","4839","KR913438","-","-","-",NA,NA,NA,NA
"I01_MH_subeleg_canada_BC_cort_4840             ","I01","I01i","Melanohalea","subelegantula","subelegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Yukon-Stikine Highlands/Boreal Mountains and Plateaus",NA,"Canada","BC","corticolous","4840","KR913439","-","-","-",NA,NA,NA,NA
"I01_MH_subeleg_usa_AK_cort_4879                ","I01","I01f","Melanohalea","subelegantula","subelegantula","foliose bark","Nearctic","Marine West Coast Forest","Marine West Coast Forest","Pacific Coast Mountains",NA,"USA","AK","corticolous","4879","KR913441","-","-","-",NA,NA,NA,NA
"I01_MH_subeleg_usa_AK_cort_4887                ","I01","I01i","Melanohalea","subelegantula","subelegantula","foliose bark","Nearctic","Marine West Coast Forest","Marine West Coast Forest","Pacific Coast Mountains",NA,"USA","AK","corticolous","4887","KR913442","-","-","-",NA,NA,NA,NA
"I01_MH_subeleg_canada_YK_cort_4901             ","I01","I01f","Melanohalea","subelegantula","subelegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Yukon-Stikine Highlands/Boreal Mountains and Plateaus",NA,"Canada","YK","corticolous","4901","KR913440","-","-","-",NA,NA,NA,NA
"I01_MH_suboli1_usa_UT_cort_3964                ","I01","I01f","Melanohalea","subolivacea '1'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","3964","KR913451","-","-","-",NA,NA,NA,NA
"I01_MH_suboli1_usa_UT_cort_3979                ","I01","I01","Melanohalea","subolivacea '1'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","3979","KR913452","-","-","-",NA,NA,NA,NA
"I01_MH_suboli1_usa_UT_cort_3989                ","I01","I01e","Melanohalea","subolivacea '1'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","3989","KR913453","-","-","-",NA,NA,NA,NA
"I01_MH_suboli1_usa_UT_cort_3991                ","I01","I01","Melanohalea","subolivacea '1'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","3991","KR913454","-","-","-",NA,NA,NA,NA
"I01_MH_suboli1_usa_CO_cort_4125                ","I01","I01e","Melanohalea","subolivacea '1'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4125","KR913447","-","-","-",NA,NA,NA,NA
"I01_MH_suboli1_usa_CO_cort_4126                ","I01","I01e","Melanohalea","subolivacea '1'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4126","KR913448","-","-","-",NA,NA,NA,NA
"I01_MH_suboli1_usa_CO_cort_4127                ","I01","I01e","Melanohalea","subolivacea '1'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4127","KR913449","-","-","-",NA,NA,NA,NA
"I01_MH_suboli1_usa_CO_cort_4128                ","I01","I01e","Melanohalea","subolivacea '1'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4128","KR913450","-","-","-",NA,NA,NA,NA
"I01_MH_suboli1_usa_UT_cort_4605                ","I01","I01","Melanohalea","subolivacea '1'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","4605","KR913455","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CA_cort_3749                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Sierra Nevada","Southern Sierra Upper Montane Forests","USA","CA","corticolous","3749","KR913460","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CA_cort_3751                ","I01","I01f","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Sierra Nevada","Southern Sierra Upper Montane Forests","USA","CA","corticolous","3751","KR913461","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_ID_cort_3764                ","I01","I01f","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Eastern Cascades Slopes and Foothills  ","Yakima Plateau and Slopes","USA","ID","corticolous","3764","KR913481","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_UT_cort_3767                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","3767","KR913494","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CO_cort_3769                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Mid-Elevation Forests","USA","CO","corticolous","3769","KR913472","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_canada_AB_cort_3908             ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Skeena-Omineca-Central CanadianRocky Mountains",NA,"Canada","AB","corticolous","3908","KR913456","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_MT_cort_3911                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Purcell-Cabinet-North Bitterroot Mountains","USA","MT","corticolous","3911","KR913484","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_MT_cort_3912                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Purcell-Cabinet-North Bitterroot Mountains","USA","MT","corticolous","3912","KR913485","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_MT_cort_3913                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Purcell-Cabinet-North Bitterroot Mountains","USA","MT","corticolous","3913","KR913486","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_MT_cort_3915                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Purcell-Cabinet-North Bitterroot Mountains","USA","MT","corticolous","3915","KR913487","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_UT_cort_3981                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","3981","KR913495","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_UT_cort_3983                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","3983","KR913496","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_UT_cort_3984                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Escarpments","USA","UT","corticolous","3984","KR913497","-","-","-",NA,NA,NA,NA
