"LABEL","OTU.-.ABGD","OTU-97.5","host.GENUS","host.SPECIES","HOST.DNA.SPECIES","growth.form","Bio-Region","EcoRegion.(I)","EcoRegion.(II)","EcoRegion.(III)","EcoRegion.(IV)","COUNTRY","STATE","SUBSTRATE","DNA_ID","GenBank.ITS","GenBank.COXII","GenBank.rbcL","GenBank.psbJ-L","Lat","Long","LL_Publication","additional_location_info"
"A01_XA_chC3_usa_UT_terr_432                    ","A01","A01","Xanthoparmelia","chlorochroa 'C3'","C3","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Mid-elevation Uinta Mountains","USA","UT","terricolous","432","KR912416","-","-","-","40.2967","-112.2785","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, Toole Co."
"A01_XA_chC3_usa_UT_terr_433                    ","A01","A01","Xanthoparmelia","chlorochroa 'C3'","C3","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Mid-elevation Uinta Mountains","USA","UT","terricolous","433","KR912417","-","-","-","40.2967","-112.2785","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, Toole Co."
"A01_XA_chC3_usa_NM_terr_466                    ","A01","A01","Xanthoparmelia","chlorochroa 'C3'","C3","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Arizona/New Mexico Plateau","San Juan/Chaco Tablelands and Mesa","USA","NM","terricolous","466","KR912411","-","-","-","36.3833","-108.2167","Leavitt et al. (2015), Leavitt et al. (2011)","USA, NM, Navajo Indian Reservation."
"A01_XA_chC3_usa_CO_terr_665                    ","A01","A01","Xanthoparmelia","chlorochroa 'C3'","C3","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Mid-elevation Forests","USA","CO","terricolous","665","KR912408","-","-","-","37.2051","-107.3274","Leavitt et al. (2015), Leavitt et al. (2011)","USA, CO, Archuleta Co."
"A01_XA_chC3_usa_CO_terr_666                    ","A01","A01","Xanthoparmelia","chlorochroa 'C3'","C3","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Mid-elevation Forests","USA","CO","terricolous","666","KR912409","-","-","-","37.2051","-107.3274","Leavitt et al. (2015), Leavitt et al. (2011)","USA, CO, Archuleta Co."
"A01_XA_chC3_usa_CO_terr_821                    ","A01","A01","Xanthoparmelia","chlorochroa 'C3'","C3","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Grassland Parks","USA","CO","terricolous","821","KR912410","-","-","-","39.0254","-105.8137","Leavitt et al. (2015), Leavitt et al. (2011)","USA, CO, Park Co."
"A01_XA_chC4_usa_ID_terr_090                    ","A01","A01","Xanthoparmelia","chlorochroa 'C4'","C4","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","terricolous","90","KR912418","-","-","-","44.6812","-113.3623","Leavitt et al. (2015), Leavitt et al. (2011)","USA, ID, Lemhi Co."
"A01_XA_chC4_usa_ID_terr_091                    ","A01","A01","Xanthoparmelia","chlorochroa 'C4'","C4","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","terricolous","91","KR912419","-","-","-","44.6812","-113.3623","Leavitt et al. (2015), Leavitt et al. (2011)","USA, ID, Lemhi Co."
"A01_XA_chC4_usa_ID_terr_102                    ","A01","A01","Xanthoparmelia","chlorochroa 'C4'","C4","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","terricolous","102","KR912420","-","-","-","44.6811","-113.3623","Leavitt et al. (2015), Leavitt et al. (2011)","USA, ID, Lemhi Co."
"A01_XA_chC4_usa_ID_terr_203                    ","A01","A01","Xanthoparmelia","chlorochroa 'C4'","C4","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","terricolous","203","KR912421","-","-","-","44.6516","-113.2238","Leavitt et al. (2015), Leavitt et al. (2011)","USA, ID, Lemhi Co."
"A01_XA_chC4_usa_ID_terr_204                    ","A01","A01","Xanthoparmelia","chlorochroa 'C4'","C4","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","terricolous","204","KR912422","-","-","-","44.6516","-113.2238","Leavitt et al. (2015), Leavitt et al. (2011)","USA, ID, Lemhi Co."
"A01_XA_chC4_usa_NV_terr_293                    ","A01","A01","Xanthoparmelia","chlorochroa 'C4'","C4","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Northern Basin and Range","Dissected High Lava Plateau","USA","NV","terricolous","293","KR912425","-","-","-","41.9494","-114.6819","Leavitt et al. (2015), Leavitt et al. (2011)","USA, NV, Elko Co."
"A01_XA_chC4_usa_NV_terr_294                    ","A01","A01","Xanthoparmelia","chlorochroa 'C4'","C4","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Northern Basin and Range","Dissected High Lava Plateau","USA","NV","terricolous","294","KR912426","-","-","-","41.9494","-114.6819","Leavitt et al. (2015), Leavitt et al. (2011)","USA, NV, Elko Co."
"A01_XA_chC4_usa_ID_terr_326                    ","A01","A01","Xanthoparmelia","chlorochroa 'C4'","C4","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Northern Basin and Range","Dissected High Lava Plateau","USA","ID","terricolous","326","KR912423","-","-","-","42.034","-114.7219","Leavitt et al. (2015), Leavitt et al. (2011)","USA, ID, Twin Falls Co."
"A01_XA_chC4_usa_ID_terr_424                    ","A01","A01","Xanthoparmelia","chlorochroa 'C4'","C4","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Intermountain Sagebrush Valleys","USA","ID","terricolous","424","KR912424","-","-","-","44.6812","-113.3623","Leavitt et al. (2015), Leavitt et al. (2011)","USA, ID, Lemhi Co."
"A01_XA_chC4_usa_WY_terr_811                    ","A01","A01","Xanthoparmelia","chlorochroa 'C4'","C4","vagrant/soil","Nearctic","Great Plains","South Central Semi-Arid Prairies","High Plains","Sandy and Silty Tablelands","USA","WY","terricolous","811","KR912427","-","-","-","42.7607","-104.912","Leavitt et al. (2015), Leavitt et al. (2011)","USA, WY, Niobara Co."
"A01_XA_chC4_usa_WY_terr_819                    ","A01","A01","Xanthoparmelia","chlorochroa 'C4'","C4","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Wyoming Basin","Laramie Basin","USA","WY","terricolous","819","KR912428","-","-","-","41.5827","-105.6372","Leavitt et al. (2015), Leavitt et al. (2011)","USA, WY, Albany Co."
"A01_XA_chCX_usa_CO_terr_189                    ","A01","A01","Xanthoparmelia","chlorochroa 'CX'","unknown","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Semiarid Benchlands and Canyonlands","USA","CO","terricolous","189","KR912429","-","-","-","38.4377","-107.956","Leavitt et al. (2015), Leavitt et al. (2011)","USA, CO, Montrose Co."
"A01_XA_chCX_usa_CO_terr_190                    ","A01","A01","Xanthoparmelia","chlorochroa 'CX'","unknown","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Semiarid Benchlands and Canyonlands","USA","CO","terricolous","190","KR912430","-","-","-","38.4377","-107.956","Leavitt et al. (2015), Leavitt et al. (2011)","USA, CO, Montrose Co."
"A01_XA_chCX_usa_MT_terr_795                    ","A01","A01","Xanthoparmelia","chlorochroa 'CX'","unknown","vagrant/soil","Nearctic","Great Plains","West Central Semi-Arid Prairies","Northwestern Great Plains","River Breaks","USA","MT","terricolous","795","KR912432","-","-","-","46.3187","-105.9884","Leavitt et al. (2015), Leavitt et al. (2011)","USA, MT, Custer Co."
"A01_XA_chCX_usa_CO_terr_799                    ","A01","A01","Xanthoparmelia","chlorochroa 'CX'","unknown","vagrant/soil","Nearctic","Great Plains","South Central Semi-Arid Prairies","Southwestern Tablelands","Piedmont Plains and Tablelands","USA","CO","terricolous","799","KR912431","-","-","-","39.3425","-104.5777","Leavitt et al. (2015), Leavitt et al. (2011)","USA, CO, Elbert Co."
"A01_XA_chCX_usa_WY_terr_816                    ","A01","A01","Xanthoparmelia","chlorochroa 'CX'","unknown","vagrant/soil","Nearctic","Great Plains","West Central Semi-Arid Prairies","Northwestern Great Plains","Powder River Basin","USA","WY","terricolous","816","KR912433","-","-","-","43.6905","-105.4714","Leavitt et al. (2015), Leavitt et al. (2011)","USA, WY, Converse Co."
"A01_XA_chD1_usa_NM_terr_157                    ","A01","A01","Xanthoparmelia","chlorochroa 'D1'","D1","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Arizona/New Mexico Plateau","Semiarid Tablelands","USA","NM","terricolous","157","KR912434","-","-","-","35.55","-107.6666","Leavitt et al. (2015), Leavitt et al. (2011)","USA, NM, McKinley Co."
"A01_XA_chE2_usa_UT_terr_082                    ","A01","A01","Xanthoparmelia","chlorochroa 'E2'","E2","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","terricolous","82","KR912437","-","-","-","38.2757","-111.6081","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, Wayne Co."
"A01_XA_chE2_usa_UT_terr_083                    ","A01","A01","Xanthoparmelia","chlorochroa 'E2'","E2","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","terricolous","83","KR912438","-","-","-","38.2757","-111.6081","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, Wayne Co."
"A01_XA_chE2_usa_UT_terr_084                    ","A01","A01","Xanthoparmelia","chlorochroa 'E2'","E2","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","terricolous","84","KR912439","-","-","-","38.2757","-111.6081","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, Wayne Co."
"A01_XA_chE2_usa_MT_terr_308                    ","A01","A01","Xanthoparmelia","chlorochroa 'E2'","E2","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Barren Mountains","USA","MT","terricolous","308","KR912435","-","-","-","44.4876","-112.8269","Leavitt et al. (2015), Leavitt et al. (2011)","USA, MT, Beaverhead Co."
"A01_XA_chE2_usa_MT_terr_309                    ","A01","A01","Xanthoparmelia","chlorochroa 'E2'","E2","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Barren Mountains","USA","MT","terricolous","309","KR912436","-","-","-","44.4876","-112.8269","Leavitt et al. (2015), Leavitt et al. (2011)","USA, MT, Beaverhead Co."
"A01_XA_chE2_usa_WY_terr_311                    ","A01","A01","Xanthoparmelia","chlorochroa 'E2'","E2","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Wyoming Basin","Rolling Sagebrush Steppe","USA","WY","terricolous","311","KR912440","-","-","-","43.5774","-109.7367","Leavitt et al. (2015), Leavitt et al. (2011)","USA, WY, Fremont Co."
"A01_XA_chE2_usa_WY_terr_312                    ","A01","A01","Xanthoparmelia","chlorochroa 'E2'","E2","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Wyoming Basin","Rolling Sagebrush Steppe","USA","WY","terricolous","312","KR912441","-","-","-","43.5774","-109.737","Leavitt et al. (2015), Leavitt et al. (2011)","USA, WY, Fremont Co."
"A01_XA_chE3_usa_WY_terr_068                    ","A01","A01","Xanthoparmelia","chlorochroa 'E3'","E3","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","High Plateaus","USA","WY","terricolous","68","KR912448","-","-","-","41.3769","-110.6621","Leavitt et al. (2015), Leavitt et al. (2011)","USA, WY, Uinta Co."
"A01_XA_chE3_usa_ID_terr_112                    ","A01","A01","Xanthoparmelia","chlorochroa 'E3'","E3","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Northern Basin and Range","Owyhee Uplands and Canyons","USA","ID","terricolous","112","KR912442","-","-","-","43.3202","-116.9795","Leavitt et al. (2015), Leavitt et al. (2011)","USA, ID, Owyhee Co."
"A01_XA_chE3_usa_ID_terr_113                    ","A01","A01","Xanthoparmelia","chlorochroa 'E3'","E3","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Northern Basin and Range","Owyhee Uplands and Canyons","USA","ID","terricolous","113","KR912443","-","-","-","43.3202","-116.9795","Leavitt et al. (2015), Leavitt et al. (2011)","USA, ID, Owyhee Co."
"A01_XA_chE3_usa_WY_terr_276                    ","A01","A01","Xanthoparmelia","chlorochroa 'E3'","E3","vagrant/soil","Nearctic","North American Deserts","Cold Deserts","Wyoming Basin","Salt Desert Shrub Basins","USA","WY","terricolous","276","KR912449","-","-","-","41.6257","-110.627","Leavitt et al. (2015), Leavitt et al. (2011)","USA, WY, Lincoln Co."
"A01_XA_chE3_usa_UT_terr_437                    ","A01","A01","Xanthoparmelia","chlorochroa 'E3'","E3","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Mid-elevation Uinta Mountains","USA","UT","terricolous","437","KR912444","-","-","-","40.2039","-110.713","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, Duchesne Co."
"A01_XA_chE3_usa_UT_terr_438                    ","A01","A01","Xanthoparmelia","chlorochroa 'E3'","E3","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Mid-elevation Uinta Mountains","USA","UT","terricolous","438","KR912445","-","KR914282","-","40.2039","-110.713","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, Duchesne Co."
"A01_XA_chE3_usa_UT_terr_440                    ","A01","A01","Xanthoparmelia","chlorochroa 'E3'","E3","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Mid-elevation Uinta Mountains","USA","UT","terricolous","440","KR912446","-","-","-","40.5444","-110.2852","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, Duchesne Co."
"A01_XA_chE3_usa_UT_terr_441                    ","A01","A01","Xanthoparmelia","chlorochroa 'E3'","E3","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Mid-elevation Uinta Mountains","USA","UT","terricolous","441","KR912447","-","-","-","40.5444","-110.2852","Leavitt et al. (2015), Leavitt et al. (2011)","USA, UT, Duchesne Co."
"A01_XA_chE3_usa_WY_terr_791                    ","A01","A01","Xanthoparmelia","chlorochroa 'E3'","E3","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Middle Rockies","Dry Mid-Elevation Sedimentary Mountains","USA","WY","terricolous","791","KR912450","-","-","-","41.8246","-110.7632","Leavitt et al. (2015), Leavitt et al. (2011)","USA, WY, Lincoln Co."
"A01_XA_chEX_usa_UT_terr_050                    ","A01","A01","Xanthoparmelia","chlorochroa 'EM'","unknown","vagrant/soil","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","High Plateaus","USA","UT","terricolous","50","KR912451","-","-","-",NA,NA,NA,NA
